ppt_id,player.afford_to_lose,player.larger_amounts,player.win_back_losses,player.borrowed_money,player.subjective_gambling_problem,player.health_problems,player.external_gambling_problem,player.financial_problem,player.guilt
817,Most of the time,Almost always,Sometimes,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Almost always
818,Never,Never,Never,Never,Never,Never,Never,Never,Never
819,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never
820,,,,,,,,,
821,Never,Most of the time,Almost always,Sometimes,Never,Never,Never,Never,Sometimes
822,Never,Never,Never,Never,Never,Never,Never,Never,Never
823,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Most of the time
824,Never,Never,Never,Never,Never,Never,Never,Never,Never
825,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
826,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
827,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes
828,Never,Never,Never,Never,Never,Never,Never,Never,Never
829,Sometimes,Most of the time,Almost always,Never,Sometimes,Sometimes,Sometimes,Never,Most of the time
830,,,,,,,,,
831,Never,Never,Never,Never,Never,Never,Never,Never,Never
832,,,,,,,,,
833,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never
834,Never,Never,Never,Never,Never,Never,Never,Never,Never
835,,,,,,,,,
836,Sometimes,Never,Sometimes,Never,Most of the time,Sometimes,Most of the time,Most of the time,Almost always
837,Never,Never,Never,Never,Never,Never,Never,Never,Never
838,Never,Never,Never,Never,Never,Never,Never,Never,Never
839,Never,Never,Never,Never,Never,Never,Never,Never,Never
840,Never,Never,Never,Never,Never,Never,Never,Never,Never
841,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
842,Never,Never,Never,Never,Never,Never,Never,Never,Never
843,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes
844,Never,Never,Never,Never,Never,Never,Never,Never,Never
845,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
846,Never,Never,Never,Never,Never,Never,Never,Never,Never
847,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Most of the time,Never,Most of the time
848,Never,Never,Never,Never,Never,Never,Never,Never,Never
849,Never,Never,Never,Never,Never,Never,Never,Never,Never
850,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes
851,Never,Never,Never,Never,Never,Never,Never,Never,Never
852,Almost always,Sometimes,Most of the time,Sometimes,Most of the time,Almost always,Most of the time,Sometimes,Most of the time
853,Never,Never,Never,Never,Never,Never,Never,Never,Never
854,Never,Never,Never,Never,Never,Never,Never,Never,Never
855,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
856,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
857,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
858,Never,Never,Never,Never,Never,Never,Never,Never,Never
859,,,,,,,,,
860,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
861,Never,Never,Never,Never,Never,Never,Never,Never,Never
862,Sometimes,Most of the time,Almost always,Most of the time,Almost always,Almost always,Most of the time,Most of the time,Most of the time
863,Never,Never,Never,Never,Never,Never,Never,Never,Never
864,Never,Never,Never,Never,Never,Never,Never,Never,Never
865,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
866,Never,Most of the time,Never,Never,Never,Never,Never,Never,Most of the time
867,Never,Never,Never,Never,Never,Never,Never,Never,Never
868,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
869,Never,Never,Never,Never,Never,Never,Never,Never,Never
870,Never,Never,Never,Never,Never,Never,Never,Never,Never
871,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes
872,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes
873,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
874,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
875,Never,Never,Never,Never,Never,Never,Never,Never,Never
876,Never,Never,Never,Never,Never,Never,Never,Never,Never
877,Never,Never,Never,Never,Never,Never,Never,Never,Never
878,Never,Never,Never,Never,Never,Never,Never,Never,Never
879,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes
880,Never,Never,Never,Never,Never,Never,Never,Never,Never
881,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes
882,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
883,,,,,,,,,
884,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
885,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
886,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes
887,Never,Never,Never,Never,Never,Never,Never,Never,Never
888,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never
889,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
890,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
891,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
892,Never,Never,Never,Never,Never,Never,Never,Never,Never
893,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
894,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Almost always
895,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
896,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
897,,,,,,,,,
898,Never,Never,Never,Never,Never,Never,Never,Never,Never
899,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
900,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
901,,,,,,,,,
902,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
903,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
904,Never,Never,Never,Never,Never,Never,Never,Never,Never
905,Never,Never,Never,Never,Never,Never,Never,Never,Never
906,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never
907,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Most of the time
908,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
909,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
910,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes
911,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
912,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
913,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
914,Never,Never,Never,Never,Never,Never,Never,Never,Never
915,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
916,Never,Never,Never,Never,Never,Never,Never,Never,Never
917,Never,Never,Never,Never,Never,Never,Never,Never,Never
918,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Almost always
919,Sometimes,Most of the time,Sometimes,Never,Never,Never,Never,Never,Almost always
920,Never,Never,Never,Never,Never,Never,Never,Never,Never
921,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes
922,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
923,Never,Never,Never,Never,Never,Never,Never,Never,Never
924,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never
925,Never,Never,Never,Never,Never,Never,Never,Never,Never
926,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
927,Never,Never,Never,Never,Never,Never,Never,Never,Never
928,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes
929,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never
930,Never,Never,Never,Never,Never,Never,Never,Never,Never
931,Never,Never,Never,Never,Never,Never,Never,Never,Never
932,Never,Never,Never,Never,Never,Never,Never,Never,Never
933,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Most of the time
934,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
935,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
936,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
937,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
938,Never,Never,Never,Never,Never,Never,Never,Never,Never
939,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
940,Never,Never,Never,Never,Never,Never,Never,Never,Never
941,Sometimes,Sometimes,Almost always,Never,Never,Almost always,Never,Sometimes,Never
942,Never,Never,Never,Never,Never,Never,Never,Never,Never
943,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
944,,,,,,,,,
945,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
946,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
947,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Most of the time
948,Never,Never,Never,Never,Never,Never,Never,Never,Never
949,Never,Never,Never,Never,Never,Never,Never,Never,Never
950,Never,Never,Never,Never,Never,Never,Never,Never,Never
951,Never,Never,Never,Never,Never,Never,Never,Never,Never
952,Never,Most of the time,Almost always,Never,Never,Sometimes,Never,Never,Sometimes
953,Never,Never,Never,Never,Never,Never,Never,Never,Never
954,Never,Never,Never,Never,Never,Never,Never,Never,Never
955,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never
956,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
957,Most of the time,Almost always,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time
958,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
959,Never,Never,Never,Never,Never,Never,Never,Never,Never
960,Never,Sometimes,Sometimes,Never,Most of the time,Sometimes,Never,Never,Sometimes
961,Sometimes,Most of the time,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes
962,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never
963,,,,,,,,,
964,Never,Never,Never,Never,Never,Never,Never,Never,Never
965,Never,Never,Never,Never,Never,Never,Never,Never,Never
966,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes
967,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
968,Never,Never,Never,Never,Never,Never,Never,Never,Never
969,Sometimes,Sometimes,Most of the time,Sometimes,Almost always,Almost always,Most of the time,Most of the time,Almost always
970,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Most of the time
971,Never,Never,Never,Never,Never,Never,Never,Never,Never
972,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
973,Never,Never,Never,Never,Never,Never,Never,Never,Never
974,Almost always,Sometimes,Almost always,Most of the time,Most of the time,Almost always,Never,Almost always,Almost always
975,Never,Never,Never,Never,Never,Never,Never,Never,Never
976,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
977,Never,Never,Never,Never,Never,Never,Never,Never,Never
978,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
979,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
980,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
981,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
982,Never,Never,Never,Never,Never,Never,Never,Never,Never
983,,,,,,,,,
984,Never,Never,Never,Never,Never,Never,Never,Never,Never
985,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
986,Never,Never,Never,Never,Never,Never,Never,Never,Never
987,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never
988,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Most of the time
989,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
990,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
991,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
992,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Never,Sometimes
993,Most of the time,Most of the time,Almost always,Never,Most of the time,Never,Never,Sometimes,Most of the time
994,Never,Never,Never,Never,Never,Never,Never,Never,Never
995,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never
996,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
997,Never,Never,Never,Never,Never,Never,Never,Never,Never
998,Never,Never,Never,Never,Never,Never,Never,Never,Never
999,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1000,Most of the time,Most of the time,Almost always,Most of the time,Most of the time,Almost always,Almost always,Almost always,Almost always
1001,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1002,,,,,,,,,
1003,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
1004,Never,Never,Never,Never,Never,Never,Never,Never,Never
1005,Never,Never,Never,Never,Never,Never,Never,Never,Never
1006,Never,Never,Never,Never,Never,Never,Never,Never,Never
1007,,,,,,,,,
1008,Never,Never,Never,Never,Never,Never,Never,Never,Never
1009,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Never,Sometimes,Never,Never
1010,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1011,Never,Never,Never,Never,Never,Never,Never,Never,Never
1012,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes
1013,Most of the time,Most of the time,Most of the time,Never,Most of the time,Most of the time,Most of the time,Sometimes,Almost always
1014,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
1015,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
1016,,,,,,,,,
1017,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1018,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes
1019,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
1020,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes
1021,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes
1022,,,,,,,,,
1023,Most of the time,Almost always,Almost always,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Never
1024,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
1025,Never,Never,Never,Never,Never,Never,Never,Never,Never
1026,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
1027,Never,Never,Never,Never,Never,Never,Never,Never,Never
1028,Sometimes,Sometimes,Most of the time,Never,Most of the time,Almost always,Never,Sometimes,Almost always
1029,Sometimes,Most of the time,Most of the time,Never,Sometimes,Sometimes,Sometimes,Never,Never
1030,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1031,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1032,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never
1033,Most of the time,Sometimes,Sometimes,Never,Sometimes,Most of the time,Never,Never,Most of the time
1034,Never,Never,Never,Never,Never,Never,Never,Never,Never
1035,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
1036,Never,Never,Never,Never,Never,Never,Never,Never,Never
1037,,,,,,,,,
1038,Never,Never,Never,Never,Never,Never,Never,Never,Never
1039,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Most of the time
1040,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1041,Never,Never,Never,Never,Never,Never,Never,Never,Never
1042,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
1043,,,,,,,,,
1044,Never,Never,Never,Never,Never,Never,Never,Never,Never
1045,,,,,,,,,
1046,,,,,,,,,
1047,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never
1048,Never,Never,Never,Never,Never,Never,Never,Never,Never
1049,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never
1050,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
1051,Never,Never,Never,Never,Never,Never,Never,Never,Never
1052,Sometimes,Most of the time,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Most of the time
1053,Never,Never,Never,Never,Never,Never,Never,Never,Never
1054,,,,,,,,,
1055,Never,Never,Never,Never,Never,Never,Never,Never,Never
1056,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
1057,Sometimes,Sometimes,Most of the time,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
1058,Never,Never,Never,Never,Never,Never,Never,Never,Never
1059,,,,,,,,,
1060,,,,,,,,,
1061,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never
1062,,,,,,,,,
1063,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
1064,Never,Never,Never,Never,Never,Never,Never,Never,Never
1065,Never,Never,Never,Never,Never,Never,Never,Never,Never
1066,,,,,,,,,
1067,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
1068,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never
1069,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never
1070,Never,Never,Never,Never,Never,Never,Never,Never,Never
1071,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never
1072,Most of the time,Most of the time,Almost always,Most of the time,Almost always,Most of the time,Sometimes,Most of the time,Almost always
1073,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
1074,Never,Never,Never,Never,Never,Never,Never,Never,Never
1075,Never,Never,Never,Never,Never,Never,Never,Never,Never
1076,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Most of the time
1077,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
1078,Never,Never,Never,Never,Never,Never,Never,Never,Never
1079,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never
1080,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
1081,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1082,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Never,Sometimes,Most of the time
1083,Never,Never,Never,Never,Never,Never,Never,Never,Never
1084,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
1085,Never,Never,Never,Never,Never,Never,Never,Never,Never
1086,Never,Never,Never,Never,Never,Never,Never,Never,Never
1087,Never,Never,Never,Never,Never,Never,Never,Never,Never
1088,Sometimes,Most of the time,Almost always,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Most of the time
1089,Never,Never,Never,Never,Never,Never,Never,Never,Never
1090,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
1091,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
1092,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
1093,Never,Never,Never,Never,Never,Never,Never,Never,Never
1094,Never,Never,Never,Never,Never,Never,Never,Never,Never
1095,Sometimes,Sometimes,Most of the time,Never,Sometimes,Sometimes,Sometimes,Never,Most of the time
1096,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
1097,Never,Never,Never,Never,Never,Never,Never,Never,Never
1098,Never,Never,Never,Never,Never,Never,Never,Never,Never
1099,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
1100,Never,Never,Never,Never,Never,Never,Never,Never,Never
1101,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
1102,Never,Never,Never,Never,Never,Never,Never,Never,Never
1103,Most of the time,Sometimes,Most of the time,Never,Most of the time,Sometimes,Never,Sometimes,Almost always
1104,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
1105,Never,Never,Never,Never,Never,Never,Never,Never,Never
1106,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
1107,Sometimes,Sometimes,Almost always,Sometimes,Most of the time,Almost always,Sometimes,Never,Almost always
1108,Never,Sometimes,Never,Never,Almost always,Almost always,Sometimes,Sometimes,Almost always
1109,,,,,,,,,
1110,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes
1111,Never,Sometimes,Almost always,Never,Sometimes,Never,Never,Never,Sometimes
1112,Never,Never,Never,Never,Never,Never,Never,Never,Never
1113,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
1114,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never
1115,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never
1116,Never,Never,Never,Never,Never,Never,Never,Never,Never
1117,Never,Never,Never,Never,Never,Never,Never,Never,Never
1118,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1119,Never,Never,Never,Never,Never,Never,Never,Never,Never
1120,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1121,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1122,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Almost always
1123,Never,Never,Never,Never,Never,Never,Never,Never,Never
1124,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never
1125,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
1126,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes
1127,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never
1128,Never,Never,Never,Never,Never,Never,Never,Never,Never
1129,Never,Never,Never,Never,Never,Never,Never,Never,Never
1130,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always,Almost always
1131,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never
1132,Never,Never,Never,Never,Never,Never,Never,Never,Never
1133,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
1134,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never
1135,Never,Never,Never,Never,Never,Never,Never,Never,Never
1136,Never,Never,Never,Never,Never,Never,Never,Never,Never
1137,Never,Never,Never,Never,Never,Never,Never,Never,Never
1138,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes
1139,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
1140,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes
1141,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes
1142,Never,Never,Never,Never,Never,Never,Never,Never,Never
1143,Sometimes,Never,Most of the time,Never,Never,Never,Never,Never,Never
1144,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never
1145,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1146,Sometimes,Sometimes,Most of the time,Sometimes,Never,Sometimes,Never,Never,Sometimes
1147,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes
1148,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
1149,Most of the time,Sometimes,Sometimes,Never,Most of the time,Most of the time,Never,Sometimes,Almost always
1150,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
1151,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
1152,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Never,Sometimes,Most of the time
1153,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never
1154,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never
1155,Never,Never,Never,Never,Never,Never,Never,Never,Never
1156,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes
1157,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never
1158,,,,,,,,,
1159,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes
1160,,,,,,,,,
1161,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes
1162,Never,Never,Never,Never,Never,Never,Never,Never,Never
1163,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1164,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
1165,Never,Never,Never,Never,Never,Never,Never,Never,Never
1166,Never,Never,Never,Never,Never,Never,Never,Never,Never
1167,Never,Never,Never,Never,Never,Never,Never,Never,Never
1168,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes
1169,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
1170,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
1171,Never,Never,Never,Never,Never,Never,Never,Never,Never
1172,Never,Never,Never,Never,Never,Never,Never,Never,Never
1173,Never,Never,Never,Never,Never,Never,Never,Never,Never
1174,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
1175,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1176,Never,Never,Never,Never,Never,Never,Never,Never,Never
1177,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never
1178,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
1179,Never,Never,Never,Never,Never,Never,Never,Never,Never
1180,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1181,Sometimes,Sometimes,Most of the time,Never,Sometimes,Sometimes,Never,Never,Most of the time
1182,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
1183,Never,Never,Never,Never,Never,Never,Never,Never,Never
1184,,,,,,,,,
1185,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
1186,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes
1187,Never,Never,Never,Never,Never,Never,Never,Never,Never
1188,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1189,,,,,,,,,
1190,Sometimes,Sometimes,Most of the time,Sometimes,Never,Never,Never,Never,Never
1191,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes
1192,Never,Never,Never,Never,Never,Never,Never,Never,Never
1193,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never
1194,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never
1195,Never,Never,Most of the time,Never,Never,Never,Never,Never,Never
1196,Never,Never,Never,Never,Never,Never,Never,Never,Never
1197,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never
1198,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never
1199,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
1200,Never,Never,Never,Never,Never,Never,Never,Never,Never
1201,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes
1202,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never
1203,,,,,,,,,
1204,Never,Never,Never,Never,Never,Never,Never,Never,Never
1205,Never,Never,Never,Never,Never,Never,Never,Never,Never
1206,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never
1207,Never,Never,Never,Never,Never,Never,Never,Never,Never
1208,Never,Never,Never,Never,Never,Never,Never,Never,Never
1209,Never,Never,Never,Never,Never,Never,Never,Never,Never
1210,Never,Never,Never,Never,Never,Never,Never,Never,Never
1211,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never
1212,Sometimes,Sometimes,Sometimes,Never,Most of the time,Never,Never,Never,Sometimes
1213,Never,Never,Never,Never,Never,Never,Never,Never,Never
1214,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes
1215,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Almost always
1216,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never
1217,Never,Sometimes,Most of the time,Never,Never,Never,Never,Never,Sometimes
1218,Never,Never,Never,Never,Never,Never,Never,Never,Never
1219,,,,,,,,,
1220,Never,Never,Never,Never,Never,Never,Never,Never,Never
1221,Never,Never,Never,Never,Never,Never,Never,Never,Never
1222,Never,Never,Never,Never,Never,Never,Never,Never,Never
1223,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes
1224,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never
1225,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never
1226,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never
